Name,Overall,Potential,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Jersey Number,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
D. Mena,56,65,140000,1000,0,2.0,2.0,8,6,22,25.0,155,72,55.0,43.0,36.0,41.0,44.0,58.0,35.0,35.0,42.0,53.0,76.0,73.0,64.0,54.0,74.0,48.0,41.0,71.0,56.0,36.0,31.0,50.0,53.0,53.0,52.0,49.0,39.0,46.0,43.0
A. Medina,56,70,200000,2000,0,3.0,2.0,6,6,4,30.0,183,74,44.0,35.0,54.0,70.0,32.0,50.0,43.0,41.0,59.0,60.0,49.0,54.0,58.0,60.0,59.0,51.0,59.0,34.0,59.0,37.0,60.0,53.0,28.0,58.0,53.0,49.0,56.0,58.0,62.0
O. O'Dwyer,56,69,160000,4000,0,3.0,2.0,6,3,1,45.0,204,83,37.0,24.0,53.0,36.0,30.0,25.0,36.0,30.0,34.0,34.0,28.0,31.0,33.0,47.0,29.0,42.0,33.0,51.0,76.0,21.0,52.0,54.0,31.0,31.0,47.0,43.0,59.0,60.0,57.0
M. Parada,56,68,160000,1000,0,3.0,2.0,8,3,0,23.0,171,64,49.0,46.0,28.0,56.0,33.0,61.0,39.0,50.0,48.0,57.0,69.0,71.0,66.0,49.0,64.0,62.0,60.0,52.0,45.0,38.0,50.0,38.0,53.0,53.0,48.0,48.0,37.0,24.0,21.0
Jo Yong Jae,56,68,160000,1000,0,3.0,2.0,1,3,24,40.0,177,68,51.0,45.0,37.0,46.0,53.0,63.0,39.0,33.0,36.0,56.0,70.0,76.0,61.0,45.0,38.0,36.0,64.0,52.0,49.0,43.0,55.0,21.0,63.0,52.0,34.0,50.0,35.0,22.0,21.0
B. Lucumí,56,62,120000,1000,0,3.0,2.0,8,6,22,11.0,174,62,50.0,38.0,47.0,55.0,43.0,55.0,33.0,44.0,51.0,53.0,72.0,70.0,77.0,48.0,80.0,71.0,87.0,70.0,58.0,37.0,56.0,48.0,54.0,57.0,53.0,54.0,45.0,54.0,49.0
O. Kensdale,56,76,170000,1000,0,3.0,2.0,8,6,1,35.0,192,85,27.0,19.0,60.0,53.0,27.0,29.0,21.0,29.0,41.0,31.0,62.0,57.0,39.0,44.0,35.0,38.0,66.0,55.0,77.0,16.0,59.0,46.0,29.0,25.0,33.0,40.0,50.0,58.0,56.0
L. Hardcastle,56,64,130000,3000,0,3.0,2.0,6,6,4,25.0,180,70,49.0,31.0,53.0,60.0,32.0,49.0,42.0,38.0,56.0,60.0,69.0,64.0,68.0,53.0,72.0,51.0,57.0,75.0,61.0,50.0,60.0,49.0,50.0,48.0,40.0,59.0,52.0,56.0,55.0
O. Malcı,56,65,120000,2000,0,2.0,2.0,8,3,2,36.0,186,74,46.0,37.0,59.0,61.0,37.0,57.0,45.0,41.0,61.0,55.0,59.0,55.0,55.0,52.0,68.0,57.0,60.0,41.0,55.0,38.0,58.0,47.0,43.0,44.0,52.0,42.0,50.0,60.0,65.0
H. Al Yami,56,71,200000,2000,0,3.0,2.0,8,3,26,88.0,174,70,40.0,59.0,41.0,49.0,49.0,57.0,47.0,57.0,42.0,55.0,74.0,71.0,59.0,55.0,76.0,55.0,55.0,54.0,45.0,55.0,39.0,13.0,52.0,50.0,59.0,46.0,12.0,19.0,14.0
M. Orłowski,56,59,90000,1000,0,3.0,2.0,8,6,17,28.0,155,74,47.0,25.0,45.0,34.0,32.0,60.0,35.0,31.0,25.0,41.0,69.0,61.0,59.0,58.0,69.0,27.0,59.0,63.0,62.0,31.0,59.0,55.0,54.0,35.0,41.0,42.0,50.0,61.0,63.0
J. Ferry,56,64,130000,1000,0,3.0,2.0,2,3,4,14.0,155,67,46.0,39.0,47.0,67.0,44.0,56.0,52.0,43.0,64.0,57.0,68.0,63.0,67.0,55.0,66.0,56.0,54.0,60.0,43.0,37.0,51.0,29.0,47.0,52.0,53.0,58.0,29.0,48.0,44.0
S. Janssen,56,72,180000,1000,0,3.0,2.0,8,6,4,34.0,155,67,53.0,43.0,60.0,62.0,43.0,54.0,44.0,42.0,59.0,55.0,60.0,66.0,50.0,48.0,68.0,56.0,64.0,61.0,48.0,58.0,55.0,37.0,52.0,48.0,51.0,40.0,32.0,62.0,61.0
M. Catenacci,56,73,160000,1000,0,3.0,2.0,8,6,17,37.0,155,73,55.0,31.0,51.0,52.0,21.0,48.0,24.0,25.0,50.0,45.0,73.0,70.0,69.0,50.0,72.0,23.0,67.0,71.0,65.0,22.0,51.0,47.0,45.0,39.0,30.0,48.0,51.0,55.0,52.0
M. Guel,56,75,190000,1000,0,3.0,2.0,8,6,24,12.0,177,80,47.0,55.0,34.0,47.0,49.0,61.0,47.0,42.0,43.0,53.0,81.0,80.0,79.0,47.0,83.0,58.0,38.0,48.0,45.0,41.0,33.0,23.0,54.0,43.0,61.0,47.0,26.0,24.0,23.0
M. Pedersen,56,76,190000,1000,0,3.0,2.0,8,3,22,34.0,155,70,46.0,48.0,33.0,51.0,46.0,59.0,47.0,44.0,44.0,62.0,80.0,80.0,67.0,43.0,71.0,51.0,59.0,58.0,44.0,39.0,35.0,30.0,42.0,50.0,53.0,48.0,49.0,30.0,39.0
K. Politz,56,65,120000,1000,0,2.0,2.0,3,6,1,3.0,183,79,20.0,20.0,54.0,38.0,12.0,27.0,17.0,21.0,34.0,29.0,60.0,58.0,47.0,51.0,57.0,39.0,72.0,58.0,67.0,17.0,49.0,52.0,11.0,21.0,19.0,38.0,52.0,60.0,64.0
K. Shiihashi,56,60,100000,1000,0,3.0,2.0,6,3,19,34.0,155,69,39.0,29.0,55.0,62.0,37.0,49.0,32.0,38.0,57.0,60.0,74.0,62.0,69.0,55.0,69.0,49.0,66.0,64.0,65.0,35.0,50.0,53.0,52.0,49.0,37.0,42.0,42.0,59.0,48.0
M. Grundmann,56,66,130000,1000,0,3.0,2.0,8,6,1,24.0,183,76,20.0,16.0,51.0,32.0,25.0,33.0,21.0,15.0,27.0,39.0,63.0,55.0,63.0,46.0,63.0,29.0,81.0,59.0,70.0,22.0,66.0,54.0,26.0,31.0,39.0,48.0,53.0,58.0,53.0
W. Biedrzycki,56,64,120000,1000,0,3.0,2.0,8,3,2,6.0,189,74,41.0,31.0,62.0,60.0,32.0,55.0,35.0,38.0,58.0,57.0,62.0,59.0,57.0,51.0,50.0,50.0,51.0,60.0,51.0,31.0,55.0,53.0,35.0,57.0,43.0,50.0,53.0,53.0,54.0
D. Szczepan,56,58,110000,1000,0,3.0,2.0,8,6,26,15.0,155,78,33.0,62.0,75.0,42.0,51.0,48.0,31.0,27.0,26.0,58.0,51.0,54.0,49.0,48.0,62.0,56.0,65.0,54.0,65.0,51.0,58.0,21.0,42.0,55.0,67.0,51.0,41.0,25.0,21.0
D. Baur,56,72,180000,1000,1,3.0,2.0,8,3,1,36.0,195,70,25.0,22.0,67.0,28.0,31.0,30.0,25.0,23.0,31.0,31.0,63.0,63.0,42.0,46.0,62.0,41.0,76.0,65.0,79.0,26.0,49.0,50.0,28.0,26.0,34.0,42.0,50.0,57.0,52.0
C. Lang,56,73,190000,3000,0,3.0,3.0,2,6,22,19.0,155,73,35.0,66.0,57.0,48.0,52.0,62.0,30.0,28.0,39.0,56.0,71.0,71.0,68.0,51.0,70.0,57.0,61.0,62.0,60.0,47.0,41.0,15.0,56.0,48.0,58.0,46.0,14.0,10.0,14.0
S. Amin,56,64,130000,1000,0,3.0,2.0,8,6,4,21.0,183,68,50.0,35.0,31.0,62.0,35.0,57.0,56.0,42.0,57.0,60.0,69.0,63.0,73.0,54.0,66.0,43.0,56.0,61.0,45.0,45.0,57.0,38.0,44.0,60.0,35.0,56.0,44.0,40.0,36.0
D. Hutchinson,56,64,120000,1000,0,3.0,2.0,8,3,2,20.0,155,70,34.0,29.0,47.0,57.0,26.0,54.0,31.0,33.0,54.0,54.0,61.0,55.0,52.0,55.0,50.0,44.0,68.0,50.0,60.0,25.0,56.0,56.0,32.0,49.0,35.0,36.0,49.0,57.0,54.0
Y. Ben El-Mhanni,56,65,140000,2000,0,4.0,4.0,8,6,12,19.0,155,75,53.0,41.0,27.0,45.0,42.0,70.0,43.0,41.0,32.0,65.0,78.0,74.0,78.0,39.0,83.0,59.0,41.0,41.0,37.0,38.0,28.0,22.0,42.0,47.0,52.0,63.0,23.0,21.0,19.0
O. Yilmaz,56,64,140000,2000,0,3.0,2.0,7,6,26,28.0,192,80,27.0,58.0,57.0,40.0,48.0,54.0,25.0,32.0,34.0,50.0,58.0,57.0,49.0,53.0,44.0,53.0,61.0,43.0,77.0,51.0,61.0,21.0,52.0,40.0,57.0,54.0,19.0,25.0,20.0
G. Kımışır,56,65,120000,2000,0,2.0,2.0,5,6,1,50.0,155,58,31.0,23.0,58.0,40.0,32.0,31.0,30.0,27.0,28.0,41.0,57.0,60.0,45.0,46.0,79.0,40.0,68.0,61.0,33.0,23.0,48.0,55.0,25.0,32.0,40.0,44.0,58.0,65.0,68.0
R. Watson,56,61,120000,2000,0,2.0,2.0,8,3,4,7.0,186,73,53.0,46.0,30.0,60.0,41.0,59.0,51.0,49.0,59.0,58.0,60.0,53.0,71.0,44.0,66.0,61.0,73.0,55.0,63.0,62.0,54.0,41.0,59.0,52.0,49.0,57.0,49.0,43.0,44.0
Z. Al Haniti,56,68,140000,2000,0,2.0,2.0,8,6,1,45.0,155,87,29.0,23.0,54.0,36.0,22.0,20.0,22.0,28.0,29.0,26.0,46.0,51.0,40.0,46.0,65.0,30.0,71.0,49.0,69.0,16.0,47.0,54.0,25.0,28.0,33.0,42.0,62.0,59.0,56.0
N. Abdali,56,68,160000,2000,0,3.0,3.0,7,3,26,90.0,174,60,39.0,58.0,52.0,47.0,47.0,58.0,38.0,34.0,37.0,57.0,68.0,69.0,56.0,52.0,81.0,53.0,60.0,55.0,40.0,52.0,44.0,19.0,54.0,49.0,54.0,47.0,14.0,17.0,16.0
S. McWilliams,56,72,190000,1000,0,3.0,2.0,8,3,17,17.0,155,69,45.0,42.0,41.0,63.0,38.0,58.0,45.0,38.0,56.0,55.0,67.0,70.0,67.0,55.0,69.0,51.0,46.0,61.0,56.0,39.0,62.0,42.0,43.0,52.0,44.0,53.0,56.0,58.0,56.0
T. Roberts,56,75,180000,1000,1,3.0,2.0,2,3,0,23.0,155,68,37.0,41.0,43.0,60.0,44.0,57.0,47.0,39.0,57.0,56.0,69.0,71.0,70.0,51.0,69.0,41.0,56.0,49.0,48.0,38.0,48.0,30.0,51.0,56.0,50.0,52.0,40.0,42.0,40.0
J. McDonagh,56,66,150000,1000,0,3.0,2.0,8,3,22,7.0,155,70,56.0,54.0,36.0,46.0,42.0,59.0,48.0,48.0,38.0,54.0,78.0,80.0,74.0,42.0,81.0,66.0,47.0,59.0,49.0,50.0,45.0,30.0,50.0,52.0,50.0,46.0,48.0,49.0,48.0
D. Malhue,56,62,120000,1000,0,3.0,2.0,7,6,24,20.0,155,72,46.0,61.0,35.0,45.0,40.0,58.0,42.0,38.0,42.0,62.0,73.0,69.0,71.0,39.0,66.0,64.0,53.0,58.0,69.0,53.0,31.0,23.0,51.0,45.0,50.0,49.0,45.0,27.0,24.0
A. Koldere,56,74,170000,1000,1,2.0,2.0,8,3,7,35.0,186,68,51.0,35.0,45.0,39.0,32.0,59.0,40.0,34.0,26.0,45.0,65.0,64.0,52.0,60.0,62.0,32.0,55.0,63.0,47.0,29.0,59.0,54.0,47.0,35.0,39.0,35.0,48.0,60.0,60.0
D. Stynes,56,67,150000,1000,0,4.0,3.0,2,3,0,18.0,183,70,54.0,41.0,39.0,53.0,38.0,62.0,66.0,65.0,48.0,59.0,63.0,66.0,61.0,52.0,63.0,49.0,61.0,39.0,63.0,38.0,35.0,30.0,54.0,60.0,48.0,57.0,31.0,39.0,41.0
F. Baptiste,56,76,190000,4000,0,3.0,2.0,8,3,26,43.0,155,66,41.0,61.0,46.0,48.0,42.0,56.0,43.0,40.0,40.0,52.0,73.0,78.0,71.0,51.0,60.0,56.0,58.0,45.0,42.0,55.0,39.0,15.0,54.0,43.0,67.0,48.0,14.0,21.0,15.0
Jeong Chee In,56,70,200000,1000,0,3.0,2.0,1,6,14,32.0,155,71,29.0,60.0,59.0,49.0,40.0,57.0,40.0,29.0,25.0,58.0,62.0,66.0,64.0,57.0,62.0,63.0,65.0,60.0,59.0,57.0,58.0,19.0,63.0,52.0,58.0,52.0,31.0,17.0,19.0
K. Watts,56,76,170000,2000,1,4.0,2.0,2,3,1,53.0,192,75,40.0,44.0,55.0,60.0,38.0,54.0,44.0,36.0,56.0,57.0,60.0,62.0,53.0,48.0,46.0,57.0,54.0,58.0,65.0,43.0,60.0,52.0,52.0,55.0,51.0,48.0,54.0,53.0,51.0
J. Lennon,56,70,200000,1000,0,4.0,2.0,8,6,10,20.0,155,61,44.0,52.0,50.0,60.0,43.0,55.0,47.0,49.0,57.0,54.0,60.0,54.0,62.0,53.0,63.0,55.0,50.0,57.0,50.0,59.0,41.0,50.0,47.0,50.0,54.0,52.0,56.0,58.0,55.0
H. Duman,56,68,150000,1000,0,2.0,2.0,8,6,4,36.0,155,75,47.0,47.0,49.0,60.0,45.0,55.0,58.0,64.0,54.0,61.0,68.0,75.0,70.0,48.0,67.0,55.0,64.0,59.0,57.0,56.0,60.0,47.0,53.0,52.0,49.0,52.0,49.0,54.0,49.0
N. Anhölcher,56,69,160000,1000,0,3.0,2.0,8,3,26,15.0,183,74,39.0,55.0,55.0,52.0,47.0,57.0,45.0,33.0,28.0,59.0,67.0,67.0,70.0,52.0,65.0,55.0,66.0,62.0,59.0,48.0,47.0,20.0,48.0,44.0,50.0,44.0,24.0,22.0,20.0
J. Stenmark,56,70,180000,1000,0,3.0,2.0,8,6,1,36.0,186,75,54.0,24.0,56.0,52.0,24.0,43.0,31.0,33.0,48.0,52.0,63.0,63.0,64.0,51.0,66.0,29.0,67.0,57.0,68.0,28.0,51.0,52.0,46.0,36.0,37.0,39.0,46.0,59.0,52.0
S. Belkahia,56,66,120000,1000,0,4.0,2.0,8,6,1,27.0,195,83,37.0,31.0,60.0,42.0,34.0,26.0,21.0,25.0,29.0,41.0,55.0,67.0,44.0,58.0,48.0,62.0,52.0,59.0,77.0,27.0,72.0,42.0,31.0,29.0,34.0,39.0,48.0,61.0,45.0
C. Tovar,56,71,180000,1000,0,3.0,2.0,5,3,1,4.0,183,70,20.0,20.0,52.0,38.0,28.0,22.0,21.0,21.0,23.0,36.0,57.0,66.0,46.0,55.0,64.0,38.0,73.0,63.0,59.0,15.0,55.0,54.0,22.0,30.0,33.0,36.0,59.0,56.0,59.0
C. Goslin,56,78,200000,1000,0,3.0,2.0,7,3,4,20.0,174,66,51.0,43.0,38.0,63.0,49.0,58.0,56.0,42.0,56.0,59.0,66.0,63.0,82.0,55.0,85.0,59.0,52.0,47.0,47.0,52.0,59.0,39.0,49.0,54.0,49.0,59.0,43.0,45.0,43.0
B. Stephens,56,66,150000,1000,0,3.0,2.0,8,6,0,15.0,177,60,33.0,58.0,49.0,48.0,50.0,60.0,48.0,39.0,35.0,60.0,76.0,75.0,81.0,45.0,83.0,46.0,61.0,55.0,33.0,47.0,28.0,16.0,50.0,52.0,55.0,45.0,49.0,15.0,16.0
Y. Requena,56,62,120000,1000,0,3.0,2.0,8,6,22,24.0,168,64,52.0,43.0,36.0,62.0,39.0,57.0,48.0,47.0,57.0,52.0,72.0,69.0,67.0,47.0,91.0,53.0,53.0,53.0,30.0,40.0,39.0,29.0,44.0,55.0,50.0,54.0,33.0,37.0,42.0
K. Cantwell,56,62,110000,1000,0,2.0,2.0,8,6,1,3.0,189,79,39.0,16.0,57.0,52.0,28.0,47.0,38.0,26.0,42.0,52.0,50.0,52.0,50.0,40.0,49.0,32.0,68.0,60.0,68.0,24.0,62.0,54.0,29.0,26.0,23.0,53.0,49.0,55.0,53.0
S. Lavelle,56,65,120000,1000,0,3.0,2.0,5,6,8,16.0,183,76,28.0,19.0,55.0,32.0,23.0,25.0,28.0,29.0,26.0,34.0,57.0,54.0,42.0,43.0,60.0,40.0,73.0,66.0,68.0,24.0,46.0,49.0,28.0,27.0,35.0,47.0,52.0,65.0,60.0
M. Rodrigues,56,65,120000,1000,0,3.0,2.0,8,6,18,4.0,183,75,25.0,19.0,53.0,35.0,24.0,25.0,27.0,28.0,31.0,35.0,52.0,52.0,44.0,53.0,64.0,30.0,65.0,53.0,67.0,21.0,48.0,52.0,21.0,32.0,36.0,46.0,59.0,58.0,59.0
Javito,56,72,160000,1000,0,3.0,2.0,8,3,17,27.0,155,69,46.0,32.0,44.0,56.0,34.0,47.0,50.0,31.0,52.0,52.0,63.0,64.0,61.0,55.0,60.0,46.0,56.0,60.0,49.0,41.0,48.0,58.0,41.0,49.0,30.0,50.0,60.0,51.0,51.0
W. Jakkit,56,68,160000,1000,0,2.0,3.0,8,3,22,31.0,177,70,45.0,55.0,32.0,44.0,44.0,69.0,43.0,37.0,51.0,56.0,67.0,82.0,59.0,47.0,76.0,58.0,58.0,44.0,56.0,34.0,38.0,29.0,43.0,45.0,41.0,56.0,35.0,32.0,38.0
H. St Clair,56,70,190000,1000,0,3.0,2.0,2,3,14,11.0,180,65,55.0,51.0,28.0,55.0,48.0,58.0,56.0,51.0,53.0,56.0,66.0,70.0,67.0,41.0,62.0,56.0,52.0,43.0,33.0,51.0,52.0,26.0,57.0,50.0,47.0,46.0,29.0,29.0,28.0
S. Grønli,56,77,200000,1000,0,3.0,2.0,8,3,3,16.0,174,64,35.0,54.0,49.0,60.0,51.0,59.0,50.0,28.0,33.0,60.0,68.0,62.0,81.0,48.0,89.0,55.0,58.0,54.0,30.0,51.0,32.0,11.0,53.0,53.0,61.0,47.0,44.0,15.0,16.0
A. Hinds,56,68,130000,2000,1,3.0,2.0,2,3,7,31.0,155,72,50.0,30.0,53.0,45.0,23.0,55.0,35.0,31.0,34.0,50.0,77.0,78.0,69.0,47.0,74.0,41.0,67.0,63.0,58.0,33.0,48.0,52.0,50.0,40.0,32.0,36.0,54.0,55.0,53.0
F. Al Rashidi,56,65,140000,4000,0,2.0,3.0,8,3,22,20.0,180,68,54.0,48.0,46.0,46.0,48.0,62.0,61.0,41.0,43.0,60.0,67.0,66.0,63.0,52.0,67.0,51.0,54.0,50.0,50.0,39.0,48.0,32.0,48.0,50.0,53.0,44.0,54.0,31.0,25.0
A. Ávila,56,73,200000,2000,0,3.0,2.0,8,3,12,25.0,155,65,49.0,36.0,60.0,68.0,33.0,55.0,41.0,45.0,65.0,62.0,63.0,63.0,59.0,52.0,74.0,55.0,56.0,66.0,41.0,34.0,59.0,62.0,29.0,54.0,49.0,43.0,54.0,49.0,64.0
A. Nsakala,56,78,180000,1000,0,3.0,2.0,8,3,17,33.0,155,70,51.0,26.0,44.0,30.0,27.0,53.0,28.0,32.0,28.0,38.0,78.0,73.0,61.0,51.0,75.0,24.0,60.0,59.0,48.0,22.0,51.0,53.0,45.0,35.0,40.0,44.0,59.0,59.0,60.0
B. Hernández,56,64,110000,1000,1,3.0,2.0,8,3,7,12.0,177,72,59.0,30.0,52.0,39.0,30.0,55.0,38.0,40.0,30.0,59.0,68.0,69.0,59.0,54.0,68.0,33.0,54.0,38.0,61.0,36.0,58.0,54.0,51.0,38.0,41.0,40.0,48.0,60.0,62.0
C. Carroll,56,74,180000,2000,0,3.0,2.0,6,6,1,35.0,183,76,41.0,29.0,53.0,55.0,31.0,52.0,35.0,34.0,53.0,54.0,54.0,56.0,56.0,56.0,55.0,47.0,54.0,52.0,60.0,33.0,55.0,55.0,39.0,46.0,40.0,42.0,54.0,56.0,54.0
D. Takahashi,56,70,200000,1000,1,3.0,2.0,8,3,26,37.0,165,53,32.0,65.0,42.0,41.0,52.0,61.0,51.0,42.0,32.0,59.0,75.0,73.0,79.0,43.0,91.0,53.0,58.0,41.0,32.0,54.0,45.0,21.0,56.0,51.0,56.0,44.0,22.0,27.0,22.0
Liu Yang,56,64,130000,2000,0,3.0,2.0,8,3,12,11.0,183,75,57.0,49.0,53.0,53.0,27.0,52.0,21.0,20.0,45.0,57.0,69.0,74.0,64.0,55.0,65.0,63.0,65.0,63.0,65.0,44.0,44.0,27.0,57.0,34.0,36.0,40.0,31.0,34.0,32.0
R. Feely,56,67,140000,1000,0,2.0,2.0,8,3,18,16.0,192,76,53.0,35.0,62.0,54.0,43.0,55.0,51.0,45.0,51.0,57.0,40.0,61.0,51.0,48.0,44.0,42.0,50.0,70.0,60.0,36.0,48.0,51.0,39.0,46.0,52.0,45.0,53.0,58.0,55.0
J. Hove,56,74,180000,1000,0,3.0,2.0,8,3,4,8.0,155,72,44.0,49.0,44.0,58.0,42.0,57.0,50.0,44.0,52.0,63.0,69.0,70.0,58.0,50.0,56.0,52.0,61.0,64.0,54.0,53.0,57.0,48.0,47.0,56.0,42.0,50.0,46.0,51.0,56.0
T. Deters,56,63,130000,1000,0,2.0,2.0,8,3,4,11.0,177,62,43.0,29.0,42.0,60.0,33.0,49.0,30.0,30.0,56.0,54.0,65.0,66.0,85.0,54.0,75.0,47.0,58.0,77.0,56.0,38.0,52.0,51.0,54.0,53.0,42.0,39.0,58.0,47.0,40.0
H. Bellman,56,71,190000,1000,0,2.0,2.0,8,3,12,11.0,174,65,48.0,41.0,31.0,54.0,41.0,51.0,50.0,35.0,47.0,55.0,81.0,68.0,78.0,50.0,82.0,47.0,67.0,59.0,43.0,34.0,65.0,34.0,55.0,52.0,41.0,50.0,25.0,36.0,34.0
C. MacPherson,56,71,190000,1000,0,3.0,2.0,8,3,4,28.0,180,71,54.0,33.0,48.0,59.0,42.0,56.0,56.0,60.0,59.0,58.0,63.0,68.0,60.0,55.0,74.0,57.0,62.0,65.0,61.0,41.0,56.0,50.0,47.0,50.0,42.0,52.0,54.0,56.0,52.0
C. Rojas,56,65,140000,1000,0,3.0,2.0,7,6,26,17.0,155,71,29.0,56.0,49.0,45.0,49.0,55.0,33.0,31.0,25.0,53.0,72.0,73.0,62.0,55.0,71.0,58.0,56.0,51.0,52.0,53.0,33.0,32.0,55.0,44.0,60.0,49.0,41.0,10.0,12.0
A. Cvetkovic,56,63,110000,2000,0,3.0,2.0,8,6,17,5.0,189,87,45.0,29.0,58.0,43.0,31.0,38.0,33.0,27.0,38.0,43.0,65.0,73.0,49.0,40.0,55.0,33.0,72.0,66.0,77.0,32.0,47.0,54.0,30.0,32.0,35.0,41.0,53.0,63.0,61.0
R. Okazaki,56,59,90000,1000,0,3.0,2.0,8,6,1,3.0,186,78,23.0,24.0,41.0,33.0,26.0,23.0,22.0,29.0,22.0,27.0,70.0,73.0,40.0,46.0,54.0,38.0,73.0,57.0,80.0,23.0,47.0,51.0,21.0,25.0,32.0,52.0,58.0,59.0,60.0
R. Wintle,56,66,140000,2000,0,3.0,2.0,8,3,9,15.0,155,64,48.0,50.0,44.0,59.0,41.0,56.0,42.0,50.0,55.0,57.0,61.0,62.0,78.0,44.0,92.0,54.0,73.0,66.0,40.0,51.0,45.0,48.0,49.0,57.0,52.0,48.0,56.0,51.0,46.0
M. Smith,56,75,0,0,0,2.0,2.0,8,3,2,23.0,155,68,46.0,39.0,38.0,58.0,38.0,50.0,51.0,42.0,54.0,54.0,58.0,60.0,62.0,53.0,68.0,46.0,66.0,58.0,57.0,40.0,62.0,55.0,45.0,52.0,45.0,55.0,51.0,55.0,52.0
J. Rees,56,58,110000,1000,0,3.0,2.0,8,6,4,24.0,155,78,52.0,58.0,53.0,65.0,33.0,49.0,48.0,53.0,59.0,56.0,63.0,65.0,60.0,48.0,72.0,49.0,45.0,58.0,59.0,58.0,35.0,35.0,49.0,63.0,48.0,53.0,48.0,33.0,35.0
Álvaro Gómez,56,67,150000,1000,0,3.0,2.0,8,6,4,31.0,155,75,44.0,46.0,59.0,58.0,38.0,55.0,42.0,48.0,57.0,54.0,53.0,52.0,51.0,55.0,58.0,47.0,57.0,47.0,59.0,45.0,50.0,52.0,51.0,56.0,51.0,48.0,59.0,60.0,59.0
T. Makowski,56,73,180000,1000,0,2.0,2.0,8,6,4,36.0,155,72,35.0,47.0,55.0,62.0,31.0,50.0,47.0,37.0,60.0,58.0,68.0,68.0,70.0,49.0,75.0,50.0,60.0,66.0,57.0,48.0,59.0,46.0,43.0,50.0,46.0,55.0,39.0,59.0,58.0
C. Sickinger,56,68,140000,1000,0,4.0,2.0,8,6,2,25.0,183,73,41.0,28.0,51.0,63.0,31.0,49.0,36.0,36.0,61.0,50.0,61.0,64.0,63.0,52.0,62.0,54.0,59.0,62.0,56.0,36.0,59.0,49.0,35.0,50.0,39.0,49.0,51.0,49.0,58.0
R. Escobar,56,62,130000,1000,0,3.0,2.0,8,6,26,32.0,174,63,44.0,56.0,40.0,47.0,45.0,61.0,41.0,39.0,39.0,60.0,70.0,72.0,66.0,45.0,87.0,65.0,36.0,39.0,35.0,50.0,28.0,24.0,55.0,49.0,50.0,41.0,28.0,22.0,24.0
M. Ogkmpoe,56,63,130000,1000,0,3.0,2.0,8,6,26,99.0,189,80,30.0,59.0,58.0,39.0,40.0,56.0,33.0,29.0,32.0,48.0,69.0,73.0,52.0,56.0,68.0,54.0,59.0,46.0,49.0,52.0,35.0,19.0,53.0,51.0,62.0,48.0,16.0,16.0,20.0
N. Pejović,56,73,180000,1000,0,2.0,2.0,3,6,1,56.0,186,79,22.0,18.0,48.0,31.0,31.0,28.0,26.0,28.0,26.0,30.0,55.0,55.0,46.0,48.0,59.0,38.0,71.0,63.0,57.0,23.0,45.0,60.0,29.0,31.0,42.0,43.0,59.0,65.0,55.0
J. Lokilo,56,73,190000,3000,1,3.0,2.0,8,3,22,21.0,180,65,59.0,46.0,40.0,47.0,42.0,66.0,62.0,69.0,45.0,55.0,82.0,80.0,86.0,40.0,79.0,62.0,46.0,59.0,53.0,54.0,39.0,26.0,38.0,39.0,64.0,46.0,17.0,24.0,23.0
Wang Ziming,56,65,140000,2000,0,3.0,2.0,8,6,26,20.0,189,76,36.0,54.0,55.0,47.0,40.0,50.0,45.0,42.0,37.0,50.0,67.0,68.0,56.0,53.0,72.0,52.0,61.0,59.0,71.0,53.0,45.0,20.0,54.0,49.0,63.0,51.0,30.0,25.0,32.0
T. O'Neill,56,72,190000,4000,0,3.0,2.0,8,3,26,45.0,186,70,29.0,60.0,57.0,39.0,42.0,46.0,41.0,30.0,32.0,50.0,62.0,61.0,52.0,52.0,61.0,58.0,66.0,52.0,59.0,52.0,31.0,17.0,56.0,44.0,60.0,51.0,11.0,19.0,19.0
C. Waters,56,64,110000,1000,1,3.0,2.0,2,9,7,18.0,171,72,48.0,26.0,41.0,34.0,25.0,54.0,48.0,33.0,33.0,49.0,73.0,75.0,62.0,55.0,70.0,26.0,61.0,66.0,58.0,25.0,48.0,48.0,55.0,36.0,33.0,44.0,55.0,56.0,58.0
J. Williams,56,74,170000,1000,0,2.0,2.0,8,3,17,22.0,155,75,45.0,30.0,50.0,45.0,23.0,45.0,32.0,28.0,40.0,41.0,72.0,67.0,61.0,55.0,55.0,35.0,59.0,60.0,54.0,27.0,54.0,59.0,54.0,40.0,31.0,41.0,59.0,54.0,55.0
Pedrosa,56,64,140000,2000,0,3.0,2.0,8,3,26,33.0,183,74,39.0,58.0,59.0,50.0,47.0,49.0,41.0,43.0,36.0,54.0,55.0,58.0,64.0,55.0,62.0,50.0,68.0,55.0,63.0,52.0,37.0,19.0,54.0,49.0,60.0,48.0,28.0,16.0,23.0
